Year_Birth,Education,Divorced,YOLO,Widow,Single,Married,Absurd,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
3.25,5,0,0,0,0,1,0,0.58,0.0,1,2.5,0.15,1.55,2.41,0.97,3.24,1.01,0.14,0.33,1.3,1.25,4.62,3,0,0,0,0,0,0,3,11,0
4.42,3,0,0,0,0,1,0,0.26,2.5,0,0.0,3.43,0.25,0.3,0.41,0.83,0.74,2.58,2.0,1.11,0.18,1.92,8,0,0,0,0,0,0,3,11,1
3.54,3,0,0,0,0,1,0,0.33,0.0,1,2.5,4.95,1.8,0.33,0.26,0.33,0.11,0.36,2.0,1.11,0.36,4.23,5,0,1,0,0,0,0,3,11,0
3.5,2,0,0,0,0,1,0,0.53,0.0,0,5.0,2.07,2.13,2.86,0.74,2.55,2.89,1.05,0.33,1.11,1.07,2.69,3,0,0,1,0,0,0,3,11,0
3.54,5,0,0,0,0,1,0,0.22,2.5,1,5.0,0.81,0.03,0.0,0.01,0.0,0.0,0.01,0.33,0.19,0.0,0.77,8,1,0,0,0,0,0,3,11,0
2.72,5,0,0,0,0,1,0,0.52,0.0,0,2.5,4.14,4.4,0.55,2.26,2.8,0.0,2.46,0.33,1.3,1.43,3.46,5,0,0,0,0,0,0,3,11,0
3.74,2,1,0,0,0,0,0,0.19,2.5,1,2.5,0.05,0.01,0.05,0.03,0.14,0.1,0.36,0.67,0.19,0.36,0.77,6,0,0,0,0,0,0,3,11,1
4.37,4,0,0,0,0,1,0,0.2,2.5,0,2.5,3.23,0.04,0.0,0.04,0.04,0.0,0.14,0.33,0.19,0.0,1.15,7,0,0,0,0,0,0,3,11,0
4.47,3,0,0,0,1,0,0,0.53,0.0,0,0.0,3.43,1.16,1.11,1.55,0.33,0.0,0.36,0.33,0.56,0.89,4.62,2,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,1,0,0.32,0.0,1,0.0,4.95,0.64,0.13,0.15,0.0,0.1,0.21,1.33,1.11,0.18,1.54,8,0,0,0,0,0,0,3,11,0
2.82,5,0,0,0,0,1,0,0.4,0.0,0,2.5,1.62,0.81,0.0,0.03,0.0,0.0,0.35,0.33,0.93,0.18,1.92,7,0,0,0,0,0,0,3,11,0
2.86,3,0,0,0,1,0,0,0.54,0.0,0,0.0,4.39,2.11,0.7,1.42,0.58,0.27,0.77,0.33,1.11,1.25,3.08,3,0,0,0,0,0,0,3,11,0
4.56,3,0,0,0,0,1,0,0.51,0.0,0,2.5,4.24,1.13,0.7,0.82,3.55,1.03,0.75,0.33,0.37,1.43,2.31,1,0,0,0,0,0,0,3,11,0
2.72,4,0,0,0,0,1,0,0.47,2.5,1,0.0,0.15,3.68,0.0,0.13,0.0,0.0,0.47,3.67,0.56,0.71,3.85,8,0,1,0,0,0,0,3,11,0
3.16,3,0,0,0,0,1,0,0.49,0.0,2,2.5,1.72,2.49,0.48,0.52,0.23,0.0,2.76,0.67,1.3,1.07,4.23,5,1,0,0,0,0,0,3,11,0
4.56,5,0,0,0,1,0,0,0.32,0.0,0,2.5,1.16,0.42,2.09,0.77,1.64,1.12,0.48,0.67,0.93,0.36,4.23,5,0,0,0,0,0,0,3,11,1
3.88,5,1,0,0,0,0,0,0.27,2.5,1,5.0,1.87,0.05,0.0,0.02,0.08,0.04,0.28,0.67,0.19,0.18,0.77,5,1,0,0,0,0,0,3,11,0
3.45,5,0,0,0,0,1,0,0.49,0.0,1,5.0,1.11,1.33,0.48,0.2,0.23,0.0,0.12,0.33,0.74,0.71,3.08,2,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,1,0,0.13,2.5,1,0.0,0.96,0.03,0.1,0.01,0.06,0.06,0.19,1.0,0.19,0.18,1.15,7,0,0,0,0,0,0,3,11,0
4.81,3,0,0,0,1,0,0,0.63,0.0,0,5.0,0.35,1.77,2.94,1.97,2.59,0.84,2.03,0.33,0.74,1.79,3.08,1,1,0,0,1,0,0,3,11,1
3.5,2,1,0,0,0,0,0,0.48,0.0,1,0.0,2.63,4.07,0.83,0.72,1.24,2.21,2.06,2.67,1.48,1.61,3.08,6,0,0,0,0,0,0,3,11,0
3.06,3,1,0,0,0,0,0,0.17,0.0,0,0.0,4.6,0.01,0.05,0.02,0.0,0.08,0.03,0.33,0.19,0.0,0.77,8,0,0,0,0,0,0,3,11,0
4.13,3,0,0,0,0,1,0,0.5,0.0,0,5.0,4.7,1.49,1.11,1.11,0.21,0.15,0.23,0.33,0.56,1.25,5.0,2,0,0,0,0,0,1,3,11,0
3.79,5,0,0,0,0,1,0,0.25,2.5,0,5.0,3.94,0.09,0.0,0.04,0.04,0.02,0.03,0.67,0.56,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.54,3,0,0,0,0,1,0,0.53,0.0,1,0.0,1.16,2.46,2.86,0.81,1.58,1.44,2.62,2.0,0.93,1.07,3.08,3,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,0,1,0,0.45,0.0,1,0.0,4.19,1.58,0.53,0.51,0.37,0.4,0.77,1.0,1.67,0.36,3.46,6,0,0,0,0,0,0,3,11,0
2.91,3,0,0,0,0,1,0,0.3,0.0,1,5.0,4.65,0.11,0.0,0.01,0.04,0.0,0.11,0.67,0.37,0.0,1.15,5,0,0,0,0,0,0,3,11,0
3.16,3,0,0,0,0,1,0,0.35,0.0,0,2.5,0.2,0.96,0.25,0.09,0.08,0.19,1.73,0.33,1.11,0.18,2.31,6,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,1,0,0.66,0.0,0,2.5,1.62,3.52,4.47,1.61,1.49,2.62,1.63,0.33,0.74,1.25,3.46,1,0,0,0,1,0,0,3,11,0
4.27,5,0,0,0,0,1,0,0.65,0.0,0,2.5,1.36,3.35,1.11,0.31,1.12,0.84,0.61,0.33,1.11,1.25,4.23,2,1,0,1,0,0,0,3,11,0
4.03,2,0,0,0,0,1,0,0.2,2.5,1,2.5,0.51,0.03,0.03,0.02,0.0,0.06,0.03,0.67,0.19,0.0,1.15,7,0,0,0,0,0,0,3,11,0
3.64,4,0,0,0,1,0,0,0.38,2.5,0,5.0,0.45,0.78,0.35,0.22,0.37,0.19,0.58,0.67,0.74,0.18,3.08,5,0,0,0,0,0,0,3,11,0
4.13,5,0,0,0,0,1,0,0.31,2.5,0,2.5,3.28,0.02,0.05,0.02,0.04,0.0,0.04,0.33,0.19,0.0,0.77,7,0,0,0,0,0,0,3,11,0
3.5,3,0,0,0,1,0,0,0.5,0.0,0,5.0,3.43,0.84,2.71,0.97,1.25,1.75,1.62,0.33,0.74,0.54,1.92,2,0,0,0,0,0,0,3,11,0
3.79,3,0,0,0,0,1,0,0.28,2.5,0,0.0,0.81,0.58,0.25,0.36,0.41,0.25,0.22,2.0,1.3,0.36,1.54,9,0,0,0,0,0,0,3,11,1
3.06,3,0,0,0,0,1,0,0.6,0.0,0,0.0,0.61,1.89,1.06,1.59,1.24,1.58,1.37,0.33,0.93,1.07,1.54,3,0,0,0,0,0,0,3,11,1
4.32,3,0,0,0,0,1,0,0.3,2.5,0,2.5,4.8,0.02,0.0,0.02,0.04,0.0,0.0,0.33,0.0,0.0,1.15,4,0,0,0,0,0,0,3,11,0
3.74,4,0,0,0,1,0,0,0.57,0.0,0,2.5,0.81,3.07,1.43,2.44,1.91,0.72,1.84,0.33,0.93,1.43,2.31,3,0,0,0,1,0,0,3,11,1
4.08,3,0,0,0,0,1,0,0.41,0.0,1,2.5,2.32,2.18,0.2,0.46,0.41,0.0,1.96,1.33,2.04,1.07,1.92,8,0,0,0,0,0,0,3,11,0
3.74,3,0,0,0,1,0,0,0.18,2.5,1,2.5,0.15,0.01,0.03,0.02,0.04,0.02,0.03,0.67,0.19,0.0,1.15,4,0,0,0,0,0,0,3,11,0
3.16,5,0,0,0,0,1,0,0.63,0.0,0,2.5,4.04,0.51,0.68,0.3,2.05,1.03,1.12,0.0,1.67,1.61,1.54,5,0,1,1,1,1,0,3,11,1
4.37,3,0,0,0,0,1,0,0.33,2.5,0,5.0,3.89,0.03,0.0,0.03,0.04,0.02,0.04,0.33,0.19,0.0,0.77,6,0,0,0,0,0,0,3,11,0
3.16,5,0,0,0,1,0,0,0.54,0.0,0,5.0,0.0,1.13,3.27,1.19,4.63,0.61,0.59,0.33,0.74,1.25,1.92,2,0,0,0,0,0,0,3,11,1
3.88,5,0,0,0,0,1,0,0.64,0.0,0,5.0,3.13,3.14,0.48,2.44,0.48,1.81,0.52,0.33,1.11,1.07,2.69,2,0,0,1,0,0,0,3,11,0
3.93,5,0,0,0,1,0,0,0.29,2.5,0,5.0,4.6,0.23,0.2,0.05,0.37,0.15,0.17,0.67,0.37,0.18,1.54,5,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.54,0.0,0,2.5,1.21,0.76,0.58,1.13,0.81,0.4,1.04,0.33,0.74,0.89,2.69,2,0,0,0,0,0,0,3,11,0
3.83,5,0,0,0,1,0,0,0.29,2.5,1,2.5,0.1,0.13,0.1,0.06,0.06,0.06,0.04,1.0,0.56,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.5,5,0,0,0,0,1,0,0.43,2.5,1,5.0,1.11,0.35,0.0,0.03,0.04,0.02,0.06,1.0,0.37,0.18,1.54,3,0,0,0,0,0,0,3,11,0
4.17,3,0,0,0,1,0,0,0.46,0.0,1,2.5,2.83,0.54,1.26,0.29,1.06,0.57,0.37,0.33,0.74,0.36,3.08,4,0,0,0,0,0,0,3,11,0
3.16,3,1,0,0,0,0,0,0.6,0.0,1,5.0,2.73,1.92,0.2,0.63,0.41,0.3,0.46,0.33,0.74,0.54,1.92,1,0,0,0,0,0,0,3,11,0
4.51,2,0,0,0,1,0,0,0.61,0.0,0,0.0,3.59,0.54,2.01,1.07,1.29,0.74,0.57,0.33,0.56,0.54,3.08,1,0,0,0,0,0,0,3,11,0
4.32,4,0,0,0,0,1,0,0.21,2.5,0,2.5,1.92,0.02,0.0,0.01,0.0,0.0,0.01,0.33,0.19,0.0,0.77,7,0,0,0,0,0,0,3,11,0
4.17,3,0,0,0,0,1,0,0.43,0.0,1,2.5,3.13,2.06,0.88,0.46,1.12,0.67,0.48,0.67,0.93,1.43,3.85,5,0,0,0,0,0,0,3,11,0
3.98,3,1,0,0,0,0,0,0.63,0.0,0,2.5,3.94,3.0,4.05,1.25,3.59,3.06,0.37,0.0,0.74,1.25,2.31,1,1,0,1,1,0,0,3,11,1
4.17,2,0,0,0,0,1,0,0.41,0.0,1,2.5,0.91,0.23,1.36,0.32,1.54,0.17,0.62,0.67,0.74,0.18,2.69,5,0,0,0,0,0,0,3,11,0
4.51,3,0,0,0,0,1,0,0.29,2.5,0,2.5,4.8,0.4,0.48,0.6,0.48,0.36,0.75,2.0,1.3,0.36,1.92,8,0,0,0,0,0,0,3,11,0
3.74,3,0,0,0,0,1,0,0.4,2.5,0,2.5,3.33,0.71,0.05,0.09,0.14,0.13,0.14,0.67,0.74,0.18,2.31,5,0,0,0,0,0,0,3,11,0
3.83,3,0,0,0,0,1,0,0.23,2.5,0,5.0,1.41,0.04,0.0,0.05,0.14,0.11,0.29,0.33,0.37,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.25,5,0,0,0,1,0,0,0.57,0.0,0,2.5,3.94,2.55,1.33,1.16,0.33,1.77,0.0,0.33,0.74,0.89,4.23,2,0,0,0,1,0,0,3,11,0
2.86,5,0,0,0,0,1,0,0.38,0.0,1,5.0,0.66,0.18,0.0,0.02,0.0,0.0,0.03,0.33,0.37,0.0,1.15,5,0,0,0,0,0,0,3,11,0
3.74,2,0,0,0,0,1,0,0.11,0.0,0,2.5,1.36,0.02,0.1,0.04,0.29,0.15,0.23,0.67,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
3.93,2,0,0,0,0,1,0,0.49,2.5,0,5.0,0.86,1.31,0.8,0.2,0.41,0.61,0.22,0.67,1.11,0.36,3.46,5,0,1,0,0,0,0,3,11,0
3.5,3,0,0,0,0,1,0,0.5,2.5,1,5.0,3.59,0.67,0.23,0.17,0.39,0.4,0.08,2.33,0.74,0.18,2.69,4,0,0,0,0,0,0,3,11,0
2.96,3,1,0,0,0,0,0,0.58,0.0,0,2.5,3.99,1.73,1.41,1.3,1.66,0.63,0.22,0.33,0.37,0.36,4.23,1,0,0,0,0,0,0,3,11,0
4.37,2,0,0,0,1,0,0,0.61,0.0,0,2.5,0.05,2.37,1.13,0.33,0.58,3.04,0.62,0.33,1.48,0.36,1.92,5,0,0,0,1,0,0,3,11,1
3.88,5,0,0,0,1,0,0,0.41,2.5,1,5.0,3.94,0.04,0.0,0.01,0.0,0.0,0.0,0.33,0.19,0.0,0.77,5,0,0,0,0,0,0,3,11,0
3.25,4,0,0,0,1,0,0,0.74,0.0,0,5.0,1.16,3.35,0.48,2.06,2.41,2.19,0.52,0.0,0.74,1.07,3.46,1,0,1,0,0,0,0,3,11,0
4.42,5,0,0,0,1,0,0,0.12,2.5,0,2.5,3.79,0.06,0.08,0.05,0.06,0.02,0.0,1.0,0.56,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.79,3,0,0,0,0,1,0,0.54,0.0,1,2.5,3.54,4.1,0.7,0.41,0.0,0.27,2.32,1.0,0.56,0.54,1.92,6,0,1,1,0,0,0,3,11,0
4.37,5,0,0,0,0,1,0,0.25,2.5,0,2.5,0.51,0.05,0.05,0.05,0.06,0.0,0.33,0.33,0.19,0.18,0.77,8,1,0,0,0,0,0,3,11,1
4.37,4,0,0,0,0,1,0,0.27,0.0,0,2.5,1.21,0.29,0.98,0.16,1.24,0.53,2.11,0.33,0.56,0.89,1.15,6,1,0,0,0,0,0,3,11,1
3.54,1,0,0,0,0,1,0,0.17,0.0,0,2.5,2.37,0.01,0.58,0.03,0.15,0.11,0.64,0.33,0.37,0.18,0.77,8,0,0,0,0,0,0,3,11,0
4.13,2,0,0,0,0,1,0,0.35,0.0,1,2.5,4.95,1.7,0.28,0.17,0.44,0.1,0.4,1.67,2.04,0.18,2.31,9,0,0,0,0,0,0,3,11,0
3.64,3,0,0,0,1,0,0,0.53,0.0,1,2.5,0.2,1.28,0.7,0.62,1.62,0.53,0.29,0.67,1.11,0.89,3.46,3,0,0,0,0,0,0,3,11,0
4.17,5,0,0,0,0,1,0,0.24,2.5,0,0.0,0.76,0.25,0.0,0.12,0.04,0.02,0.08,0.67,0.37,0.18,1.54,7,0,0,0,0,0,0,3,11,0
3.88,4,1,0,0,0,0,0,0.39,2.5,1,2.5,3.38,0.49,0.0,0.27,0.14,0.25,1.01,1.67,0.74,0.36,1.92,7,0,0,0,0,0,0,3,11,0
4.17,3,0,0,0,1,0,0,0.36,2.5,0,2.5,1.62,0.08,0.43,0.07,0.83,0.38,0.12,0.33,0.37,0.18,1.54,3,0,0,0,0,0,0,3,11,0
2.96,3,0,0,0,0,1,0,0.35,0.0,1,0.0,2.02,0.37,0.13,0.4,0.5,0.44,0.4,0.67,1.11,0.18,1.92,7,0,0,0,0,0,0,3,11,0
3.35,3,1,0,0,0,0,0,0.3,2.5,1,0.0,2.73,0.55,0.08,0.43,0.08,0.46,0.57,2.33,1.11,0.36,1.92,8,0,0,0,0,0,0,3,11,1
3.54,3,0,0,0,1,0,0,0.65,2.5,1,0.0,3.94,3.2,1.18,1.43,1.58,0.89,1.31,1.33,0.93,0.54,2.31,8,0,0,0,0,0,0,3,11,0
4.08,3,0,0,0,0,1,0,0.35,5.0,1,5.0,4.75,0.14,0.0,0.05,0.06,0.02,0.22,0.67,0.19,0.18,1.15,3,0,0,0,0,0,0,3,11,0
4.47,1,0,0,0,1,0,0,0.12,0.0,0,2.5,2.58,0.0,0.08,0.01,0.04,0.06,0.15,0.33,0.0,0.0,1.15,4,0,0,0,0,0,0,3,11,0
2.86,2,1,0,0,0,0,0,0.48,0.0,0,2.5,2.12,0.59,0.73,2.37,0.0,0.63,1.55,0.33,1.3,1.07,4.23,4,0,0,0,0,0,0,3,11,1
2.82,4,0,0,0,0,1,0,0.51,0.0,1,2.5,3.38,2.73,0.2,0.15,0.21,0.0,0.97,1.33,0.37,0.36,3.46,7,0,1,0,0,0,0,3,11,0
3.59,3,0,0,0,1,0,0,0.19,2.5,1,2.5,4.39,0.02,0.03,0.01,0.04,0.0,0.06,0.33,0.19,0.0,0.77,7,0,0,0,0,0,0,3,11,0
4.13,3,0,0,0,0,1,0,0.32,2.5,0,5.0,1.46,0.03,0.1,0.06,0.12,0.06,0.22,0.33,0.19,0.0,1.15,5,0,0,0,0,0,0,3,11,0
4.03,3,0,0,0,0,1,0,0.64,0.0,1,0.0,4.49,2.4,1.06,2.5,4.23,0.57,1.16,0.67,1.11,1.25,3.46,3,0,0,0,1,0,0,3,11,0
4.47,3,0,0,0,1,0,0,0.55,0.0,0,2.5,3.74,3.57,3.47,2.17,0.0,0.36,0.54,0.33,1.3,0.89,3.08,4,0,1,1,1,0,0,3,11,1
3.93,2,0,0,0,0,1,0,0.37,2.5,0,5.0,4.9,0.56,0.13,0.31,0.21,0.15,0.4,0.67,0.93,0.18,2.31,6,0,0,0,0,0,0,3,11,0
3.64,5,0,0,0,0,1,0,0.28,2.5,1,0.0,3.18,0.1,0.1,0.1,0.04,0.08,0.06,1.0,0.56,0.0,1.15,9,0,0,0,0,0,0,3,11,0
3.35,5,1,0,0,0,0,0,0.64,0.0,0,2.5,4.44,2.39,1.91,1.14,2.24,0.0,0.17,0.33,0.74,1.07,3.46,1,0,0,0,0,0,0,3,11,1
4.66,4,1,0,0,0,0,0,0.08,0.0,0,5.0,1.72,0.03,0.1,0.03,0.04,0.04,0.06,0.67,0.56,0.0,1.15,5,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,1,0,0.37,0.0,1,2.5,4.09,0.77,0.13,0.16,0.06,0.04,0.28,0.67,1.11,0.36,1.54,7,0,0,0,0,0,0,3,11,0
2.91,4,0,0,0,0,1,0,0.42,0.0,1,2.5,3.28,1.07,1.21,0.39,0.75,1.37,0.66,1.33,1.11,0.36,3.85,4,0,0,0,0,0,0,3,11,0
4.66,3,0,0,0,0,1,0,0.28,2.5,0,2.5,2.58,0.08,0.0,0.08,0.14,0.29,0.04,0.33,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
4.13,2,1,0,0,0,0,0,0.16,2.5,0,5.0,3.84,0.0,0.13,0.02,0.08,0.15,0.28,0.67,0.37,0.18,0.77,6,0,0,0,0,0,0,3,11,0
3.35,5,0,0,0,1,0,0,0.25,0.0,1,2.5,3.84,0.19,0.0,0.03,0.0,0.0,0.25,0.67,0.37,0.0,1.54,7,0,0,0,0,0,0,3,11,0
2.52,3,0,0,1,0,0,0,0.47,0.0,0,2.5,4.24,1.7,3.12,0.72,0.97,0.72,1.85,0.33,1.11,0.89,5.0,3,0,0,0,0,0,0,3,11,0
3.93,4,0,0,0,0,1,0,0.16,2.5,0,5.0,2.83,0.1,0.0,0.07,0.04,0.04,0.04,1.33,0.37,0.18,1.54,4,0,0,0,0,0,0,3,11,0
4.27,3,0,0,0,0,1,0,0.32,2.5,0,2.5,1.57,0.15,0.18,0.17,0.04,0.08,0.37,0.67,0.56,0.18,1.15,6,1,0,0,0,0,0,3,11,1
3.06,3,0,0,0,0,1,0,0.41,2.5,1,0.0,0.0,1.52,0.0,0.5,0.15,0.36,0.44,4.0,1.67,0.36,3.08,8,0,0,0,0,0,0,3,11,0
2.96,5,0,0,0,0,1,0,0.43,0.0,1,2.5,4.6,1.17,0.08,0.11,0.0,0.0,0.26,0.67,1.67,0.18,1.54,8,0,0,0,0,0,0,3,11,0
4.51,3,0,0,0,1,0,0,0.2,2.5,0,0.0,2.02,0.03,0.0,0.02,0.0,0.0,0.12,0.33,0.19,0.0,0.77,9,1,0,0,0,0,0,3,11,1
2.43,5,0,0,1,0,0,0,0.43,0.0,0,2.5,2.98,2.46,1.01,0.53,1.0,0.38,0.41,0.67,1.67,0.54,5.0,6,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,0,1,0,0.51,0.0,1,0.0,4.85,3.0,3.17,0.57,1.76,2.13,0.51,1.0,1.85,0.71,2.69,6,0,0,0,0,0,0,3,11,0
4.17,3,0,0,0,0,1,0,0.06,0.0,1,0.0,3.08,0.02,0.05,0.01,0.06,0.0,0.07,0.33,0.19,0.0,0.77,8,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,1,0,0.62,0.0,0,0.0,0.71,2.6,0.88,2.12,0.75,2.6,1.57,0.33,0.93,1.61,4.23,2,0,0,1,0,0,0,3,11,1
3.25,4,0,0,0,0,1,0,0.41,0.0,1,5.0,0.81,0.54,0.15,0.11,0.12,0.25,0.18,0.67,0.19,0.54,2.31,1,0,0,0,0,0,0,3,11,0
3.4,5,0,0,0,1,0,0,0.17,2.5,1,5.0,4.95,0.12,0.0,0.03,0.0,0.0,0.03,1.33,0.37,0.18,1.15,7,0,0,0,0,0,0,3,11,0
4.03,3,0,0,0,0,1,0,0.35,2.5,1,2.5,0.56,1.15,0.23,0.32,0.37,0.27,0.26,3.33,0.93,0.36,3.46,7,0,0,0,0,0,0,3,11,1
3.93,3,0,0,0,0,1,0,0.43,0.0,0,0.0,2.63,0.86,2.64,0.69,4.58,3.27,0.12,0.33,1.3,0.54,1.54,4,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,1,0,0.6,0.0,0,5.0,0.96,2.2,2.01,1.4,2.37,0.25,0.18,0.33,0.56,0.36,1.92,1,0,0,0,0,0,0,3,11,0
2.82,3,0,0,0,0,1,0,0.43,0.0,1,2.5,3.08,1.19,2.01,0.95,2.66,0.32,1.46,0.67,1.3,1.07,3.85,5,0,0,0,0,0,0,3,11,0
3.5,3,0,0,0,0,1,0,0.33,0.0,1,5.0,3.69,0.71,0.13,0.08,0.14,0.13,0.57,0.33,0.74,0.18,2.31,5,0,0,0,0,0,0,3,11,0
3.06,3,0,0,0,0,1,0,0.41,2.5,1,0.0,0.0,1.52,0.0,0.5,0.15,0.36,0.44,4.0,1.67,0.36,3.08,8,0,0,0,0,0,0,3,11,0
3.5,3,0,0,0,0,1,0,0.45,0.0,1,0.0,3.74,1.53,0.1,0.08,0.0,0.0,0.12,0.33,1.48,0.18,2.69,7,0,1,0,0,0,0,3,11,0
4.9,3,0,0,0,0,1,0,0.61,0.0,0,0.0,2.78,0.81,1.13,1.75,0.66,0.49,0.75,0.33,1.11,0.71,3.85,2,0,0,0,0,0,0,3,11,0
3.93,5,0,0,0,0,1,0,0.3,0.0,1,2.5,2.42,0.7,0.0,0.02,0.0,0.0,0.03,0.67,0.74,0.18,1.92,7,0,0,0,0,0,0,3,11,0
3.83,3,0,0,0,0,1,0,0.47,0.0,1,2.5,2.68,1.48,0.88,0.24,0.14,0.55,0.15,1.33,0.74,0.36,4.62,4,0,0,0,0,0,0,3,11,0
3.64,2,0,0,0,0,1,0,0.37,0.0,1,2.5,0.66,0.06,0.33,0.05,0.19,0.13,0.11,0.33,0.19,0.18,1.15,3,0,0,0,0,0,0,3,11,0
3.64,3,0,0,0,0,1,0,0.26,2.5,2,0.0,1.72,0.09,0.23,0.11,0.23,0.13,0.18,1.0,0.37,0.0,1.54,8,0,0,0,0,0,0,3,11,0
2.67,3,0,0,0,0,1,0,0.58,0.0,0,2.5,2.73,1.59,1.88,0.47,0.56,2.87,1.34,0.33,0.74,0.71,3.08,2,0,0,0,0,0,0,3,11,0
3.69,3,0,0,0,1,0,0,0.61,0.0,0,5.0,3.48,1.22,1.01,1.23,3.05,1.14,0.69,0.33,0.56,0.71,3.08,1,0,0,0,0,0,0,3,11,0
5.0,1,0,0,0,0,1,0,0.11,0.0,0,5.0,4.09,0.0,0.0,0.01,0.06,0.06,0.11,0.33,0.19,0.0,0.77,5,1,0,0,0,0,0,3,11,0
3.93,2,0,0,0,0,1,0,0.15,0.0,0,5.0,5.0,0.0,0.15,0.01,0.14,0.11,0.17,0.33,0.19,0.0,1.15,8,0,0,0,0,0,0,3,11,0
4.71,5,0,0,0,0,1,0,0.56,0.0,0,0.0,0.15,2.89,2.09,1.59,1.66,1.88,0.46,0.33,1.48,0.36,1.92,5,0,0,0,0,0,0,3,11,0
3.11,4,0,0,0,0,1,0,0.5,2.5,1,5.0,3.08,1.17,0.18,0.1,0.0,0.0,0.65,1.0,1.48,0.36,1.54,7,0,1,0,0,0,0,3,11,0
4.17,1,0,0,0,0,1,0,0.18,2.5,0,2.5,3.28,0.02,0.58,0.04,0.0,0.34,0.19,0.67,0.37,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.25,4,0,0,0,0,1,0,0.36,0.0,1,2.5,4.7,0.62,0.05,0.06,0.15,0.15,0.06,1.0,0.37,0.36,2.31,5,0,0,0,0,0,0,3,11,0
2.86,4,0,0,0,0,1,0,0.25,2.5,1,0.0,1.21,0.03,0.0,0.02,0.0,0.0,0.03,0.33,0.19,0.0,0.77,8,0,0,0,0,0,0,3,11,0
4.27,3,0,0,0,0,1,0,0.41,0.0,1,2.5,0.4,0.93,0.53,0.19,1.2,0.4,0.35,0.67,0.56,0.36,3.85,3,0,0,0,0,0,0,3,11,0
4.27,3,1,0,0,0,0,0,0.21,2.5,1,2.5,3.64,0.15,0.13,0.06,0.0,0.08,0.26,1.0,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
4.76,4,0,0,0,1,0,0,0.68,0.0,0,5.0,1.46,3.87,3.02,2.65,1.81,2.74,1.33,0.33,0.56,0.71,3.85,1,0,0,1,0,0,0,3,11,0
2.77,3,0,0,0,0,1,0,0.36,0.0,1,2.5,1.67,1.25,0.35,0.24,0.12,0.17,0.26,1.0,1.48,0.36,2.31,7,0,0,0,0,0,1,3,11,0
3.11,3,0,0,0,0,1,0,0.32,0.0,1,2.5,3.43,0.45,0.2,0.22,0.12,0.0,0.15,0.33,0.74,0.18,1.92,6,0,0,0,0,0,0,3,11,0
3.3,5,1,0,0,0,0,0,0.41,0.0,1,2.5,2.78,3.84,0.0,0.17,0.0,0.0,0.33,1.0,1.67,0.89,1.54,7,0,1,0,0,0,0,3,11,1
3.16,1,0,0,0,1,0,0,0.11,2.5,1,2.5,3.84,0.02,0.3,0.01,0.41,0.11,0.55,1.67,0.37,0.36,1.15,5,0,0,0,0,0,0,3,11,0
3.79,3,0,0,0,1,0,0,0.2,2.5,0,5.0,0.86,0.01,0.03,0.03,0.0,0.0,0.01,0.33,0.19,0.0,0.77,7,0,0,0,0,0,0,3,11,0
4.47,3,0,0,0,1,0,0,0.17,2.5,0,2.5,4.75,0.02,0.1,0.02,0.04,0.0,0.07,0.33,0.19,0.0,1.15,5,0,0,0,0,0,0,3,11,0
3.5,3,0,0,0,0,1,0,0.33,2.5,1,2.5,4.34,0.08,0.05,0.06,0.04,0.04,0.14,0.67,0.19,0.0,1.54,4,0,0,0,0,0,0,3,11,0
2.86,5,0,0,0,1,0,0,0.47,0.0,1,2.5,1.26,3.01,0.0,0.29,0.0,0.0,0.28,0.33,1.11,1.07,5.0,4,0,0,0,1,0,0,3,11,0
3.35,5,0,0,0,0,1,0,0.24,0.0,1,0.0,1.11,0.36,0.03,0.08,0.25,0.02,0.06,0.67,0.56,0.18,1.54,8,0,0,0,0,0,0,3,11,0
3.93,2,0,0,0,0,1,0,0.34,0.0,2,5.0,0.76,0.09,0.05,0.02,0.0,0.04,0.18,0.33,0.19,0.0,1.15,5,0,0,0,0,0,0,3,11,0
